TweetId¿Text¿DateTweeted¿IsSuspicious
1787438972890706215¿Follow me on Instagram!¿Mon May 06 11:07:14 +0000 2024¿True
1765730821413933420¿Hola X! Mi primer Tweet!😆¿Thu Mar 07 13:26:48 +0000 2024¿True
